Image,target
"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   0]
  [  2   2   0]
  [  2   2   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   0]
  [  2   2   0]
  [  2   2   0]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  2   2   0]
  [  2   2   0]
  [  2   2   0]]

 ...

 [[ 87  50  24]
  [103  65  42]
  [101  63  42]
  ...
  [208  64  40]
  [209  46  51]
  [ 70  54  21]]

 [[137  92  63]
  [123  82  54]
  [ 88  48  22]
  ...
  [ 97  10   0]
  [ 56  25   5]
  [ 46  12   2]]

 [[140  91  61]
  [134  89  58]
  [132  89  57]
  ...
  [183  98  59]
  [137  89  51]
  [138  62  38]]]",sattriya
"[[[ 10   1   2]
  [ 10   1   2]
  [ 10   1   2]
  ...
  [ 11   0   1]
  [  9   0   1]
  [  6   2   1]]

 [[  9   0   1]
  [ 10   1   2]
  [  9   0   1]
  ...
  [ 12   0   2]
  [ 10   1   2]
  [  7   3   2]]

 [[ 11   1   2]
  [ 12   2   3]
  [  9   0   0]
  ...
  [  8   2   2]
  [  7   1   1]
  [  7   1   1]]

 ...

 [[ 63  15   1]
  [ 72  20   7]
  [ 71  17   5]
  ...
  [ 95  34   5]
  [107  44  13]
  [ 92  27  23]]

 [[ 70  18   4]
  [ 65  18   2]
  [ 65  19   3]
  ...
  [106  55  12]
  [ 87  48  17]
  [ 60  26  14]]

 [[ 60  18   4]
  [ 63  15   3]
  [ 68  18   7]
  ...
  [109  38   8]
  [ 92  35   5]
  [ 90  33   4]]]",kathak
"[[[ 1  0  5]
  [ 0  0  4]
  [ 0  1  5]
  ...
  [ 1  2  6]
  [ 1  2  6]
  [ 0  1  5]]

 [[ 0  1  5]
  [ 0  1  5]
  [ 0  0  4]
  ...
  [ 1  2  6]
  [ 1  2  6]
  [ 1  2  6]]

 [[ 1  0  5]
  [ 1  0  5]
  [ 0  1  5]
  ...
  [ 0  1  5]
  [ 1  2  6]
  [ 1  2  6]]

 ...

 [[ 3  4  6]
  [ 5  6  8]
  [ 3  4  6]
  ...
  [11 12 14]
  [11 12 14]
  [ 9 10 12]]

 [[ 3  4  6]
  [ 2  3  5]
  [ 3  4  6]
  ...
  [10 11 13]
  [11 12 14]
  [ 8  9 11]]

 [[ 1  2  4]
  [ 1  2  4]
  [ 4  5  7]
  ...
  [10 11 13]
  [10 11 13]
  [10 11 13]]]",odissi
"[[[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [20 46 19]
  [20 46 19]
  [20 46 19]]

 [[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [19 45 18]
  [19 45 18]
  [19 45 18]]

 [[20 44 22]
  [20 44 22]
  [20 44 22]
  ...
  [20 44 18]
  [20 44 18]
  [20 44 18]]

 ...

 [[58 48 39]
  [58 48 39]
  [55 46 37]
  ...
  [63 50 42]
  [61 48 40]
  [61 48 40]]

 [[56 45 39]
  [57 46 40]
  [53 44 37]
  ...
  [54 44 35]
  [57 47 38]
  [57 47 38]]

 [[50 39 33]
  [54 43 37]
  [50 41 34]
  ...
  [50 41 32]
  [50 41 32]
  [55 46 37]]]",manipuri
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [254 254 254]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[244 253 252]
  [246 252 252]
  [246 252 252]
  ...
  [215 219 220]
  [215 219 220]
  [215 219 220]]

 [[241 251 250]
  [242 251 250]
  [244 250 250]
  ...
  [214 218 219]
  [214 218 219]
  [214 218 219]]

 [[243 246 251]
  [243 246 251]
  [243 246 251]
  ...
  [212 216 217]
  [213 216 221]
  [213 216 221]]]",bharatanatyam
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 0  0  2]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  2]
  [ 0  0  2]
  [ 1  1  3]]

 ...

 [[ 1  3 18]
  [ 2  3 21]
  [ 3  4 24]
  ...
  [ 7 11 38]
  [ 6 10 37]
  [ 7 11 38]]

 [[ 0  1 14]
  [ 0  2 15]
  [ 1  3 18]
  ...
  [ 7 11 38]
  [ 6 10 37]
  [ 5  9 36]]

 [[ 1  3 15]
  [ 2  4 16]
  [ 3  5 18]
  ...
  [ 5  9 36]
  [ 4  8 35]
  [ 5  9 36]]]",kuchipudi
"[[[ 8 11 16]
  [ 9 12 17]
  [10 13 18]
  ...
  [10 13 18]
  [ 9 12 17]
  [ 8 11 16]]

 [[10 13 18]
  [11 14 19]
  [12 15 20]
  ...
  [10 13 18]
  [11 14 19]
  [10 13 18]]

 [[ 9 12 17]
  [10 13 18]
  [11 14 19]
  ...
  [12 15 20]
  [12 15 20]
  [ 9 12 17]]

 ...

 [[11 14 19]
  [13 16 21]
  [13 16 21]
  ...
  [10 13 18]
  [11 14 19]
  [ 8 11 16]]

 [[13 16 21]
  [14 17 22]
  [15 18 23]
  ...
  [10 13 18]
  [11 14 19]
  [ 8 11 16]]

 [[15 18 25]
  [11 14 21]
  [17 20 27]
  ...
  [12 13 18]
  [11 14 19]
  [ 9 12 17]]]",bharatanatyam
"[[[ 3  3  3]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 8  8  8]
  ...
  [ 3  3  5]
  [ 3  3  5]
  [ 3  3  5]]

 ...

 [[ 1  1  1]
  [ 2  2  2]
  [ 3  3  3]
  ...
  [15 10  7]
  [15 10  7]
  [12  8  5]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [22 13  8]
  [22 15  9]
  [17 12  6]]

 [[ 2  2  2]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [34 23 17]
  [36 25 19]
  [30 21 14]]]",sattriya
"[[[106 114 101]
  [ 99 122  94]
  [ 76 111  69]
  ...
  [ 83  90  36]
  [ 76  89  36]
  [ 65  80  37]]

 [[106 117 109]
  [111 130 110]
  [ 94 124  86]
  ...
  [ 70  82  36]
  [ 66  80  31]
  [ 70  86  41]]

 [[ 97 114 106]
  [113 131 117]
  [112 135 109]
  ...
  [ 55  69  34]
  [ 56  73  29]
  [ 67  85  37]]

 ...

 [[195 190 187]
  [195 190 187]
  [195 190 187]
  ...
  [106 115 114]
  [106 116 117]
  [114 125 127]]

 [[192 188 187]
  [192 188 187]
  [192 188 187]
  ...
  [147 155 157]
  [133 143 145]
  [124 135 139]]

 [[187 185 188]
  [186 184 187]
  [186 184 187]
  ...
  [149 157 160]
  [147 156 161]
  [153 164 170]]]",mohiniyattam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[254 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",manipuri
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bharatanatyam
"[[[ 15  14  20]
  [ 16  15  21]
  [ 17  16  22]
  ...
  [ 11  10  18]
  [ 12  11  19]
  [ 13  12  20]]

 [[ 17  16  22]
  [ 18  17  23]
  [ 19  18  24]
  ...
  [ 11  10  18]
  [ 12  11  19]
  [ 13  12  20]]

 [[ 17  16  22]
  [ 18  17  23]
  [ 19  18  24]
  ...
  [ 11  10  18]
  [ 13  12  20]
  [ 15  14  22]]

 ...

 [[122  10   9]
  [120  12  10]
  [114  15  10]
  ...
  [165   0   0]
  [192  14  10]
  [196   2   3]]

 [[147   7  18]
  [139  13  27]
  [119  12  28]
  ...
  [166   2  13]
  [145   0   2]
  [128   4   2]]

 [[ 97   6   3]
  [ 89  17  20]
  [ 65  16  22]
  ...
  [176  11   0]
  [195  11   1]
  [211   0   0]]]",kathakali
"[[[ 0  0  2]
  [ 0  0  2]
  [ 2  2  4]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[28 28 30]
  [15 15 17]
  [ 7  7  9]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 0  0  2]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 8  2  4]
  [ 8  2  4]
  [ 8  2  4]
  ...
  [ 0  5  0]
  [21  0  0]
  [87 31 42]]

 [[10  6  7]
  [10  6  7]
  [10  6  7]
  ...
  [49 17 22]
  [29  0  0]
  [33 13 12]]

 [[ 0  0  7]
  [ 5  6 10]
  [ 1  0  0]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 0  0  0]]]",mohiniyattam
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",bharatanatyam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",kathak
"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[41  9  0]
  [10  0  3]
  [13  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[28 11  0]
  [19 11  8]
  [21  1  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[33 12  7]
  [42 26 13]
  [47  1  3]
  ...
  [ 4  5  0]
  [ 0  0  0]
  [ 0  0  0]]]",kathakali
"[[[13 15 12]
  [10 16 12]
  [14 14 12]
  ...
  [ 6  6  8]
  [ 7  7  7]
  [ 7  7  7]]

 [[13 15 12]
  [13 15 12]
  [13 13 11]
  ...
  [ 6  6  6]
  [ 7  7  7]
  [ 7  7  7]]

 [[10 16 12]
  [10 16 12]
  [11 16 12]
  ...
  [ 6  6  6]
  [ 7  7  7]
  [ 7  7  7]]

 ...

 [[42 47 41]
  [32 35 26]
  [42 44 39]
  ...
  [25 26 18]
  [18 21 14]
  [19 21 10]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  1  0]
  ...
  [ 0  0  0]
  [ 1  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]",kuchipudi
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [255 255 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [253 255 254]
  [254 255 255]
  [254 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [252 253 255]
  [243 251 253]
  [249 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 253 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 253]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",bharatanatyam
"[[[2 1 9]
  [2 1 7]
  [2 2 4]
  ...
  [4 3 9]
  [2 1 9]
  [3 2 8]]

 [[2 1 7]
  [2 1 6]
  [2 2 4]
  ...
  [4 3 9]
  [2 1 7]
  [1 1 3]]

 [[2 1 7]
  [2 1 6]
  [2 2 4]
  ...
  [4 3 9]
  [2 1 6]
  [1 1 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kathakali
"[[[34 31 50]
  [64 60 83]
  [53 49 72]
  ...
  [41 34 50]
  [17 11 25]
  [40 32 56]]

 [[59 54 74]
  [26 21 44]
  [51 41 66]
  ...
  [42 35 51]
  [51 44 60]
  [52 49 58]]

 [[33 25 46]
  [62 54 78]
  [47 41 69]
  ...
  [48 42 56]
  [47 40 58]
  [48 48 48]]

 ...

 [[ 7  7 15]
  [ 2  4  0]
  [ 6  7 12]
  ...
  [ 4  4 12]
  [ 3  3 11]
  [10  9 14]]

 [[ 7  8 13]
  [ 4  5 10]
  [ 3  4  9]
  ...
  [ 0  0  4]
  [ 7  7 15]
  [ 6  6 14]]

 [[ 7  8 12]
  [ 9 10 14]
  [ 9 10 15]
  ...
  [ 9 10 12]
  [11 11 19]
  [11 12 17]]]",mohiniyattam
"[[[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 ...

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]

 [[4 2 3]
  [4 2 3]
  [4 2 3]
  ...
  [4 2 3]
  [4 2 3]
  [4 2 3]]]",kathakali
"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[158  66  17]
  [161  68   9]
  [176  77  12]
  ...
  [ 20   6   5]
  [ 18   4   3]
  [ 14   4   3]]

 [[114  41   9]
  [103  53   4]
  [ 85  37   0]
  ...
  [ 11   3   1]
  [  8   4   1]
  [  7   3   2]]

 [[ 13   3   4]
  [  5   1   0]
  [  4   0   0]
  ...
  [  5   1   0]
  [  0   0   0]
  [  1   0   0]]]",kuchipudi
"[[[  1   1   3]
  [  1   1   3]
  [  1   1   3]
  ...
  [  1   1   3]
  [  1   1   3]
  [  1   1   3]]

 [[  1   1   3]
  [  1   1   3]
  [  1   1   3]
  ...
  [  1   1   3]
  [  1   1   3]
  [  1   1   3]]

 [[  1   1   3]
  [  1   1   3]
  [  1   1   3]
  ...
  [  1   1   3]
  [  1   1   3]
  [  1   1   3]]

 ...

 [[ 67  65 102]
  [ 77  75 112]
  [ 83  81 118]
  ...
  [126  95  75]
  [ 99  79  54]
  [ 95  69  68]]

 [[ 58  56  70]
  [ 59  57  71]
  [ 60  58  72]
  ...
  [ 98  78  71]
  [ 86  67  63]
  [ 73  55  55]]

 [[ 53  51  62]
  [ 55  53  64]
  [ 55  53  64]
  ...
  [ 65  47  43]
  [ 53  37  38]
  [ 49  37  39]]]",sattriya
"[[[146 101  59]
  [179 135  90]
  [173 129  82]
  ...
  [161 118  73]
  [162 119  74]
  [163 120  75]]

 [[144 100  55]
  [177 133  86]
  [173 129  80]
  ...
  [161 118  73]
  [162 119  74]
  [163 120  75]]

 [[138  94  47]
  [171 127  78]
  [172 129  78]
  ...
  [158 115  70]
  [162 119  74]
  [168 125  80]]

 ...

 [[185 135  74]
  [195 145  84]
  [192 142  81]
  ...
  [179 119  69]
  [184 128  77]
  [186 136  83]]

 [[185 135  74]
  [195 145  84]
  [192 142  81]
  ...
  [179 119  69]
  [184 128  77]
  [186 136  83]]

 [[185 135  74]
  [195 145  84]
  [192 142  81]
  ...
  [179 119  69]
  [184 128  77]
  [186 136  83]]]",sattriya
"[[[ 6  2  1]
  [ 8  4  3]
  [ 6  5  3]
  ...
  [11  5  5]
  [ 7  1  3]
  [ 6  2  0]]

 [[ 7  3  2]
  [ 6  2  1]
  [ 5  4  2]
  ...
  [13  3  1]
  [14  4  3]
  [14  6  4]]

 [[ 8  4  3]
  [ 5  1  0]
  [ 5  4  0]
  ...
  [18  7  1]
  [18  7  5]
  [16  5  0]]

 ...

 [[42  5  0]
  [51  9  0]
  [63 13  6]
  ...
  [56 14 15]
  [30  5  1]
  [42 18 14]]

 [[24  6  2]
  [20  9  7]
  [20  5  8]
  ...
  [45 15 13]
  [52  7 12]
  [30  9  8]]

 [[17  3  3]
  [19  5  5]
  [12  7  1]
  ...
  [32 12  1]
  [30 12  2]
  [43 18 13]]]",mohiniyattam
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]",kathakali
"[[[ 4  8 19]
  [ 7  8 13]
  [ 2  1  9]
  ...
  [ 1  1  9]
  [ 0  0  8]
  [ 0  0  8]]

 [[ 4  8 19]
  [ 7  8 13]
  [ 2  1  9]
  ...
  [ 1  1  9]
  [ 0  0  8]
  [ 0  0  8]]

 [[ 7 11 22]
  [ 6  7 12]
  [ 2  1  9]
  ...
  [ 0  0  8]
  [ 1  1  9]
  [ 1  1  9]]

 ...

 [[ 2  5 20]
  [ 6  5 21]
  [ 1  5 17]
  ...
  [ 1  1 11]
  [ 1  1 11]
  [ 1  1 11]]

 [[ 3  5 20]
  [ 6  5 21]
  [ 5  9 20]
  ...
  [ 1  1 11]
  [ 1  1 11]
  [ 1  1 11]]

 [[ 3  5 20]
  [ 6  5 21]
  [ 5 12 20]
  ...
  [ 1  1 11]
  [ 1  1 11]
  [ 1  1 11]]]",sattriya
"[[[ 55  37  33]
  [ 50  33  26]
  [ 43  26  19]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 66  31  27]
  [ 65  30  24]
  [ 63  28  22]
  ...
  [  3   3   3]
  [  3   3   3]
  [  3   3   3]]

 [[ 65  59  35]
  [ 67  61  35]
  [ 64  58  32]
  ...
  [  3   3   3]
  [  2   2   2]
  [  3   3   3]]

 ...

 [[255 112  78]
  [254 112  76]
  [255 113  77]
  ...
  [223  68  22]
  [235  78  35]
  [253  96  55]]

 [[249 108  81]
  [249 108  81]
  [246 105  77]
  ...
  [251 121  72]
  [250 117  72]
  [250 117  72]]

 [[251 107  83]
  [255 113  89]
  [248 104  78]
  ...
  [255 120  80]
  [255 119  79]
  [254 117  75]]]",sattriya
"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",kuchipudi
"[[[ 21   6   9]
  [ 22   9  18]
  [ 37  27  35]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 17  11  11]
  [ 22  12  20]
  [ 32  19  26]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 [[ 13  15  14]
  [ 21  14  21]
  [ 37  20  26]
  ...
  [ 11  11  11]
  [ 11  11  11]
  [ 11  11  11]]

 ...

 [[166  70  32]
  [198 102  64]
  [213 121  82]
  ...
  [ 42   1   9]
  [ 71  26  31]
  [164 113 112]]

 [[176 103  88]
  [197 125 110]
  [195 126 110]
  ...
  [187 135 122]
  [154 100  88]
  [140  84  69]]

 [[188 128 128]
  [180 122 121]
  [167 113 111]
  ...
  [209 146 113]
  [199 138 107]
  [207 147 119]]]",manipuri
"[[[ 8  9 11]
  [ 5  6  8]
  [ 5  6  8]
  ...
  [ 6  7  9]
  [ 6  7  9]
  [ 6  7  9]]

 [[ 8  9 11]
  [ 7  8 10]
  [ 7  8 10]
  ...
  [ 6  7  9]
  [ 6  7  9]
  [ 6  7  9]]

 [[ 8  9 11]
  [10 11 13]
  [10 11 13]
  ...
  [ 6  7  9]
  [ 6  7  9]
  [ 6  7  9]]

 ...

 [[44 40 37]
  [49 45 42]
  [34 30 27]
  ...
  [11 12  6]
  [55 56 50]
  [51 52 46]]

 [[42 38 35]
  [51 47 44]
  [54 50 47]
  ...
  [63 64 58]
  [40 41 35]
  [52 53 47]]

 [[73 71 74]
  [71 69 72]
  [68 66 69]
  ...
  [25 24 20]
  [21 20 16]
  [57 56 52]]]",kathakali
"[[[ 32  27  24]
  [ 32  27  24]
  [ 31  26  23]
  ...
  [ 29  24  21]
  [ 29  24  21]
  [ 27  22  19]]

 [[ 32  27  24]
  [ 32  27  24]
  [ 32  27  24]
  ...
  [ 29  24  21]
  [ 29  24  21]
  [ 27  22  19]]

 [[ 32  27  24]
  [ 32  27  24]
  [ 33  28  25]
  ...
  [ 29  24  21]
  [ 29  24  21]
  [ 27  22  19]]

 ...

 [[104  92  66]
  [ 82  62  38]
  [ 99  81  57]
  ...
  [198 165 130]
  [192 162 128]
  [208 177 146]]

 [[208 168 132]
  [247 201 167]
  [238 194 159]
  ...
  [184 128 105]
  [177 119  95]
  [189 127 102]]

 [[213 121  80]
  [212 114  75]
  [210 112  73]
  ...
  [226 184 162]
  [222 176 152]
  [225 175 148]]]",manipuri
"[[[ 26  29  36]
  [ 27  30  37]
  [ 18  21  28]
  ...
  [ 21  29  32]
  [ 23  26  31]
  [ 23  26  31]]

 [[ 28  31  38]
  [ 29  32  39]
  [ 20  23  30]
  ...
  [ 21  29  32]
  [ 23  26  31]
  [ 23  26  31]]

 [[ 32  35  42]
  [ 27  30  37]
  [ 10  13  20]
  ...
  [ 21  29  32]
  [ 23  26  31]
  [ 24  27  32]]

 ...

 [[125 106  91]
  [107  88  73]
  [ 95  73  59]
  ...
  [108 102 104]
  [111 120 115]
  [106 115 110]]

 [[102  86  70]
  [103  86  70]
  [104  85  70]
  ...
  [ 76  55  50]
  [133  96  87]
  [148 111 102]]

 [[ 99  77  64]
  [ 98  80  66]
  [102  89  73]
  ...
  [103  73  71]
  [101  77  75]
  [109  90  86]]]",manipuri
"[[[ 7 19 19]
  [32 30 31]
  [50 38 38]
  ...
  [26 18 29]
  [29 22 30]
  [22 15 22]]

 [[19 31 31]
  [37 35 36]
  [58 46 46]
  ...
  [22 15 23]
  [28 21 28]
  [19 12 19]]

 [[25 30 33]
  [40 31 34]
  [61 42 44]
  ...
  [51 44 51]
  [44 38 42]
  [33 27 31]]

 ...

 [[ 4  5  7]
  [ 3  4  6]
  [ 0  1  3]
  ...
  [45 30 27]
  [45 30 27]
  [45 30 27]]

 [[14  9 13]
  [12  7 11]
  [11  6 10]
  ...
  [52 34 32]
  [52 34 32]
  [52 34 32]]

 [[26 15 21]
  [24 13 19]
  [25 14 20]
  ...
  [59 41 39]
  [59 41 39]
  [59 41 39]]]",kathakali
"[[[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]

 [[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]

 [[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]

 ...

 [[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]

 [[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]

 [[21 13 26]
  [21 13 26]
  [21 13 26]
  ...
  [21 13 26]
  [21 13 26]
  [21 13 26]]]",kathakali
